Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,VIX_Change,VIX_MA_10,VIX_Percentile
2022-08-15 00:00:00-05:00,20.739999771118164,21.15999984741211,19.809999465942383,19.950000762939453,0,0.0,0.0,,,
2022-08-16 00:00:00-05:00,20.229999542236328,20.389999389648438,19.5,19.690000534057617,0,0.0,0.0,-0.013032592428007916,,
2022-08-17 00:00:00-05:00,19.739999771118164,20.6299991607666,19.40999984741211,19.899999618530273,0,0.0,0.0,0.010665265554941072,,
2022-08-18 00:00:00-05:00,20.510000228881836,20.610000610351562,19.43000030517578,19.559999465942383,0,0.0,0.0,-0.017085435130927973,,
2022-08-19 00:00:00-05:00,20.15999984741211,21.270000457763672,20.079999923706055,20.600000381469727,0,0.0,0.0,0.05316978240915504,,
2022-08-22 00:00:00-05:00,22.40999984741211,24.6200008392334,22.389999389648438,23.799999237060547,0,0.0,0.0,0.1553397473948257,,
2022-08-23 00:00:00-05:00,24.1299991607666,24.209999084472656,23.06999969482422,24.110000610351562,0,0.0,0.0,0.013025268202878415,,
2022-08-24 00:00:00-05:00,24.3700008392334,24.860000610351562,22.729999542236328,22.81999969482422,0,0.0,0.0,-0.05350480642350064,,
2022-08-25 00:00:00-05:00,22.40999984741211,23.1299991607666,21.770000457763672,21.780000686645508,0,0.0,0.0,-0.04557401499065716,,
2022-08-26 00:00:00-05:00,22.06999969482422,25.899999618530273,21.670000076293945,25.559999465942383,0,0.0,0.0,0.17355365748976292,21.77700004577637,
2022-08-29 00:00:00-05:00,26.860000610351562,27.670000076293945,25.469999313354492,26.209999084472656,0,0.0,0.0,0.02543034554427015,22.402999877929688,
2022-08-30 00:00:00-05:00,25.75,27.690000534057617,25.1299991607666,26.209999084472656,0,0.0,0.0,0.0,23.05499973297119,
2022-08-31 00:00:00-05:00,25.860000610351562,26.6200008392334,25.309999465942383,25.8700008392334,0,0.0,0.0,-0.01297208153817453,23.651999855041502,
2022-09-01 00:00:00-05:00,26.8799991607666,27.450000762939453,25.25,25.559999465942383,0,0.0,0.0,-0.011983044578061208,24.251999855041504,
2022-09-02 00:00:00-05:00,25.510000228881836,26.280000686645508,23.190000534057617,25.469999313354492,0,0.0,0.0,-0.003521132803927185,24.73899974822998,
2022-09-06 00:00:00-05:00,25.459999084472656,27.799999237060547,25.329999923706055,26.90999984741211,0,0.0,0.0,0.056537124965786445,25.049999809265138,
2022-09-07 00:00:00-05:00,26.93000030517578,27.149999618530273,24.540000915527344,24.639999389648438,0,0.0,0.0,-0.08435527575753499,25.102999687194824,
2022-09-08 00:00:00-05:00,24.700000762939453,25.899999618530273,23.559999465942383,23.610000610351562,0,0.0,0.0,-0.041801899545889976,25.18199977874756,
2022-09-09 00:00:00-05:00,23.489999771118164,23.56999969482422,22.639999389648438,22.790000915527344,0,0.0,0.0,-0.03473103234333241,25.282999801635743,
2022-09-12 00:00:00-05:00,23.579999923706055,24.229999542236328,23.15999984741211,23.8700008392334,0,0.0,0.0,0.047389200540585596,25.113999938964845,
2022-09-13 00:00:00-05:00,23.670000076293945,28.149999618530273,23.530000686645508,27.270000457763672,0,0.0,0.0,0.14243818596528657,25.220000076293946,
2022-09-14 00:00:00-05:00,26.729999542236328,27.559999465942383,26.15999984741211,26.15999984741211,0,0.0,0.0,-0.04070409210556314,25.21500015258789,
2022-09-15 00:00:00-05:00,26.100000381469727,26.93000030517578,25.420000076293945,26.270000457763672,0,0.0,0.0,0.004204916322369412,25.255000114440918,
2022-09-16 00:00:00-05:00,27.469999313354492,28.450000762939453,26.139999389648438,26.299999237060547,0,0.0,0.0,0.001141940570009048,25.329000091552736,
2022-09-19 00:00:00-05:00,27.690000534057617,27.950000762939453,25.559999465942383,25.760000228881836,0,0.0,0.0,-0.02053228227542203,25.358000183105467,
